Gene,Non-unique Gene name,Annotation,USDA1021,WSM1022
group_4063,,Peptidoglycan-N-acetylglucosamine deacetylase,USDA1021_04605,WSM1022_04472
group_4062,,hypothetical protein,USDA1021_01757;USDA1021_01756,WSM1022_00263
group_4061,,hypothetical protein,USDA1021_00407,WSM1022_01826
fecR,fecR,Protein FecR,USDA1021_00339,WSM1022_01907
strE_2~~~hldD_3,strE_2;hldD_3,dTDP-glucose 46-dehydratase;ADP-L-glycero-D-manno-heptose-6-epimerase,USDA1021_06569,WSM1022_06125
group_4060,,hypothetical protein,USDA1021_06064,WSM1022_05673
mdtL,mdtL,Multidrug resistance protein MdtL,USDA1021_05047,WSM1022_03586
group_4059,,hypothetical protein,USDA1021_04797,WSM1022_04658
nhaA_2~~~nhaA~~~nhaA_1,nhaA_2;nhaA;nhaA_1,Na(+)/H(+) antiporter NhaA,USDA1021_04104,WSM1022_04019;WSM1022_04018
group_4058,,putative flavin reductase,USDA1021_04673,WSM1022_03852
group_4057,,IS66 family transposase IS66;hypothetical protein,USDA1021_04610,WSM1022_04476
group_4056,,hypothetical protein,USDA1021_04179,WSM1022_04085
group_4055,,hypothetical protein,USDA1021_04177,WSM1022_04083
group_4054,lsrA_1,Autoinducer 2 import ATP-binding protein LsrA,USDA1021_03803,WSM1022_03893
group_4053,,hypothetical protein,USDA1021_06676,WSM1022_06250
group_4052,,hypothetical protein,USDA1021_06674,WSM1022_06248
group_4051,,hypothetical protein,USDA1021_03327,WSM1022_02256
group_4050,,IS66 family transposase ISRosp4,USDA1021_03656,WSM1022_04587
group_4049,,IS66 family transposase ISRosp4,USDA1021_03608,WSM1022_04522
group_4048,,IS66 family transposase ISRosp4;IS66 family transposase IS866,USDA1021_03524;USDA1021_03525,WSM1022_01924
group_4047,,hypothetical protein,USDA1021_05897,WSM1022_01920
group_4046,,hypothetical protein,USDA1021_05057,WSM1022_03576
group_4045,,hypothetical protein,USDA1021_00295,WSM1022_01947
group_4044,,hypothetical protein,USDA1021_00293,WSM1022_01949
group_4043,,hypothetical protein,USDA1021_00704,WSM1022_01543
group_4042,,hypothetical protein,USDA1021_04967,WSM1022_03671
group_4041,,hypothetical protein,USDA1021_04574,WSM1022_04443
group_4040,,hypothetical protein,USDA1021_06637,WSM1022_06227
group_4039,,hypothetical protein,USDA1021_06734,WSM1022_06305
groS1_3~~~groS1_2,groS1_3;groS1_2,10 kDa chaperonin 1,USDA1021_04965,WSM1022_03673
group_4038,,hypothetical protein,USDA1021_04963,WSM1022_03675
aqpZ2_2,aqpZ2_2,Aquaporin Z 2,USDA1021_04781,WSM1022_04642
group_4037,,hypothetical protein,USDA1021_04310,WSM1022_04179
group_4036,,hypothetical protein,USDA1021_06746,WSM1022_06317
group_4035,,hypothetical protein,USDA1021_06768,WSM1022_06338
group_4034,,hypothetical protein,USDA1021_06254,WSM1022_05816
yyaP_1,;yyaP_1,hypothetical protein;putative protein YyaP,USDA1021_00370,WSM1022_01863
pcpR~~~pcpR_1,pcpR;pcpR_1,PCP degradation transcriptional activation protein,USDA1021_02036,WSM1022_03523
group_4033,,hypothetical protein,USDA1021_00361,WSM1022_01873
group_4032,,hypothetical protein,USDA1021_00775,WSM1022_01416
group_4031,parD1_1;,Antitoxin ParD1;hypothetical protein,USDA1021_05956,WSM1022_05569
group_4030,,hypothetical protein,USDA1021_05577,WSM1022_00362
group_4029,,hypothetical protein,USDA1021_04577,WSM1022_04446
nasA,nasA,Nitrate reductase,USDA1021_06205,WSM1022_05764
group_4028,,hypothetical protein,USDA1021_06782,WSM1022_06359
group_4027,,hypothetical protein,USDA1021_04442,WSM1022_04288
group_4026,,hypothetical protein,USDA1021_06753,WSM1022_06322
group_4025,,hypothetical protein,USDA1021_00753,WSM1022_01439
group_4024,,hypothetical protein,USDA1021_00306,WSM1022_01937
group_4023,,hypothetical protein,USDA1021_03318,WSM1022_02264
yjbI,yjbI,Group 2 truncated hemoglobin YjbI,USDA1021_03210,WSM1022_02373
group_4022,,hypothetical protein,USDA1021_05036,WSM1022_03594
group_4021,,hypothetical protein,USDA1021_02114,WSM1022_03437
group_4020,,hypothetical protein,USDA1021_05151,WSM1022_05117
group_4019,,hypothetical protein,USDA1021_03689,WSM1022_04840
yidD,yidD,Putative membrane protein insertion efficiency factor,USDA1021_00982,WSM1022_01213
group_4018,,hypothetical protein,USDA1021_04059,WSM1022_03922
group_4017,apsD_2;,D-apiose dehydrogenase;hypothetical protein,USDA1021_06611,WSM1022_06169
group_4016,,hypothetical protein,USDA1021_06185,WSM1022_05745
group_4015,,hypothetical protein,USDA1021_01788,WSM1022_00232
group_4014,,hypothetical protein,USDA1021_00289,WSM1022_01953
cysG_2,cysG_2,Siroheme synthase,USDA1021_06204,WSM1022_05763
group_4013,,hypothetical protein,USDA1021_00302,WSM1022_01940
group_4012,,hypothetical protein,USDA1021_00300,WSM1022_01942
dmlR_15,dmlR_15;,HTH-type transcriptional regulator DmlR;hypothetical protein,USDA1021_06371,WSM1022_05929
ycaC_4~~~ycaC_3,ycaC_4;ycaC_3,putative hydrolase YcaC,USDA1021_06372,WSM1022_05930
siaP_2~~~siaP_3,siaP_2;;siaP_3,Sialic acid-binding periplasmic protein SiaP;hypothetical protein,USDA1021_05082;USDA1021_05081,WSM1022_05048
group_4011,,hypothetical protein,USDA1021_04971,WSM1022_03667
group_4010,,hypothetical protein,USDA1021_04969,WSM1022_03669
actP_1,;actP_1,hypothetical protein;Copper-transporting P-type ATPase,USDA1021_04662,WSM1022_04527
group_4009,,hypothetical protein,USDA1021_01355,WSM1022_00850
group_4008,,hypothetical protein,USDA1021_00662,WSM1022_01583
btuB_3~~~btuB_2,btuB_3;btuB_2,Vitamin B12 transporter BtuB,USDA1021_03246,WSM1022_02335
group_4007,,hypothetical protein,USDA1021_06604,WSM1022_06162
group_4006,,hypothetical protein,USDA1021_00310,WSM1022_01933
mhqO_2~~~mhqO,mhqO_2;mhqO,Putative ring-cleaving dioxygenase MhqO,USDA1021_04164,WSM1022_04069
thiG_2~~~thiG,thiG_2;thiG,Thiazole synthase,USDA1021_05419,WSM1022_05378
group_4005,,hypothetical protein,USDA1021_00991,WSM1022_01204
ureF,ureF,Urease accessory protein UreF,USDA1021_03164,WSM1022_02417
group_4004,,hypothetical protein,USDA1021_00983,WSM1022_01212
group_4003,,hypothetical protein,USDA1021_00547,WSM1022_01689;WSM1022_01688
group_4002,,hypothetical protein,USDA1021_03415,WSM1022_03855
stf0,stf0,Trehalose 2-sulfotransferase,USDA1021_03332,WSM1022_02252
rdmC,rdmC,Aclacinomycin methylesterase RdmC,USDA1021_04462,WSM1022_04307
ntaA_1,ntaA_1,Nitrilotriacetate monooxygenase component A,USDA1021_04849,WSM1022_04728
hpxO~~~kmo,hpxO;kmo,FAD-dependent urate hydroxylase;Kynurenine 3-monooxygenase,USDA1021_04847,WSM1022_04726
group_4001,,hypothetical protein,USDA1021_05038,WSM1022_03592
ccpA_2,ccpA_2,Catabolite control protein A,USDA1021_04992,WSM1022_03643
yecS_7~~~yecS_1,yecS_7;yecS_1,L-cystine transport system permease protein YecS,USDA1021_04990,WSM1022_03645
group_4000,,hypothetical protein,USDA1021_04474,WSM1022_04318
group_3999,,hypothetical protein,USDA1021_06244,WSM1022_05805
fdhE,fdhE,Protein FdhE,USDA1021_05028,WSM1022_03601
rgtA_2,rgtA_2,Lipopolysaccharide core galacturonosyltransferase RgtA,USDA1021_06739,WSM1022_06310
group_3998,,hypothetical protein,USDA1021_00195,WSM1022_02044
group_3997,,hypothetical protein,USDA1021_00776,WSM1022_01415
group_3996,,D-xylulose reductase,USDA1021_03097,WSM1022_02477
group_3995,,hypothetical protein,USDA1021_06758,WSM1022_06329
group_3994,,hypothetical protein,USDA1021_06743,WSM1022_06314
group_3993,,hypothetical protein,USDA1021_05626,WSM1022_00411
group_3992,,hypothetical protein,USDA1021_05624,WSM1022_00409
pitA,pitA,L-methionine sulfoximine/L-methionine sulfone acetyltransferase,USDA1021_02370,WSM1022_03177
group_3991,,hypothetical protein,USDA1021_06570,WSM1022_06126
group_3990,,hypothetical protein,USDA1021_00262,WSM1022_01981
group_3989,,hypothetical protein,USDA1021_04791,WSM1022_04652
group_3988,,hypothetical protein,USDA1021_00211,WSM1022_02029
thlA,;thlA,hypothetical protein;Acetyl-CoA acetyltransferase,USDA1021_04386;USDA1021_04387,WSM1022_04255
group_3987,,hypothetical protein,USDA1021_05056,WSM1022_03577
fliY_4~~~fliY_2,fliY_4;fliY_2,L-cystine-binding protein FliY,USDA1021_04989,WSM1022_03646
group_3986,,2-ketogluconate reductase,USDA1021_04987,WSM1022_03648
group_3985,,hypothetical protein,USDA1021_04297,WSM1022_04169
lnrL_1,lnrL_1,Linearmycin resistance ATP-binding protein LnrL,USDA1021_04607,WSM1022_04474
group_3984,,hypothetical protein,USDA1021_05710,WSM1022_00493
group_3983,,hypothetical protein,USDA1021_04789,WSM1022_04650
aacA4_2,;aacA4_2,hypothetical protein;Aminoglycoside N(6')-acetyltransferase type 1,USDA1021_06777,WSM1022_06348
group_3982,,Hydroxypyruvate reductase,USDA1021_06775,WSM1022_06346
group_3981,,hypothetical protein,USDA1021_04074,WSM1022_03975
group_3980,,hypothetical protein,USDA1021_02113,WSM1022_03438
sctC_1,sctC_1,Type 3 secretion system secretin,USDA1021_02111,WSM1022_03440
lacF_7~~~lacF_8,;lacF_7;lacF_8,hypothetical protein;Lactose transport system permease protein LacF,USDA1021_06220,WSM1022_05779;WSM1022_05780
group_3979,,hypothetical protein,USDA1021_00927,WSM1022_01265
btuB_1,btuB_1,Vitamin B12 transporter BtuB,USDA1021_00338,WSM1022_01908
ygaZ_1~~~ygaZ_2,ygaZ_1;ygaZ_2,Inner membrane protein YgaZ,USDA1021_00121,WSM1022_02117
potD_2,;potD_2,hypothetical protein;Spermidine/putrescine-binding periplasmic protein,USDA1021_06527,WSM1022_06084
group_3978,,hypothetical protein,USDA1021_01308,WSM1022_00894
group_3977,,hypothetical protein,USDA1021_04873,WSM1022_03786
group_3976,,hypothetical protein,USDA1021_04871,WSM1022_03788
cbiG,cbiG,Cobalt-precorrin-5A hydrolase,USDA1021_00430,WSM1022_01805
gsiB_2~~~gsiB,gsiB_2;gsiB,Glutathione-binding protein GsiB,USDA1021_04865,WSM1022_04680
xypA,xypA,Xylitol-binding protein,USDA1021_05301,WSM1022_05267
group_3975,,hypothetical protein,USDA1021_05299,WSM1022_05265
ygaZ_2~~~ygaZ_1,ygaZ_2;ygaZ_1,Inner membrane protein YgaZ,USDA1021_01287,WSM1022_00916
group_3974,,hypothetical protein,USDA1021_04664,WSM1022_04530
group_3973,,hypothetical protein,USDA1021_04497,WSM1022_04372
group_3972,,hypothetical protein,USDA1021_00500,WSM1022_01739
gsiA_15~~~gsiA_14,gsiA_15;gsiA_14,Glutathione import ATP-binding protein GsiA,USDA1021_06652,WSM1022_06258
group_3971,,hypothetical protein,USDA1021_01598,WSM1022_00666
fhuA_2~~~fhuA_1,fhuA_2;fhuA_1,Ferrichrome outer membrane transporter/phage receptor,USDA1021_00057,WSM1022_02181
group_3970,,2-ketogluconate reductase,USDA1021_05259,WSM1022_05225
group_3969,,hypothetical protein,USDA1021_04635,WSM1022_04497
group_3968,,hypothetical protein,USDA1021_06617,WSM1022_06175
oppD_4~~~oppD_5,oppD_4;oppD_5,Oligopeptide transport ATP-binding protein OppD,USDA1021_04284,WSM1022_04161
group_3967,,hypothetical protein,USDA1021_06627,WSM1022_06185
argH_2,argH_2,Argininosuccinate lyase,USDA1021_06625,WSM1022_06183
glnA_2,glnA_2,Glutamine synthetase,USDA1021_03041,WSM1022_02540
otnI,otnI,2-oxo-tetronate isomerase,USDA1021_05913,WSM1022_05527
group_3966,,hypothetical protein,USDA1021_01889,WSM1022_00130
aes,aes,Acetyl esterase,USDA1021_00017,WSM1022_02219
ampC,ampC,Beta-lactamase,USDA1021_06270,WSM1022_05831
group_3965,,hypothetical protein,USDA1021_05365,WSM1022_05330
mas,;mas,hypothetical protein;Mycocerosic acid synthase,USDA1021_01624,WSM1022_00640
todT_2~~~todT_3,todT_2;todT_3,Response regulator protein TodT,USDA1021_06155,WSM1022_05716
kefG,kefG,Glutathione-regulated potassium-efflux system ancillary protein KefG,USDA1021_02689,WSM1022_02905
nikA_1,nikA_1,Nickel-binding periplasmic protein,USDA1021_04281,WSM1022_04158
group_3964,,hypothetical protein,USDA1021_02928,WSM1022_02649
group_3963,,hypothetical protein,USDA1021_06562,WSM1022_06118
lsrK,lsrK,Autoinducer-2 kinase,USDA1021_06665,WSM1022_06273
group_3962,,hypothetical protein,USDA1021_00292,WSM1022_01950
rbsC_11~~~rbsC_8,rbsC_11;rbsC_8,Ribose import permease protein RbsC,USDA1021_04996,WSM1022_03639
group_3961,,hypothetical protein,USDA1021_06511,WSM1022_06068
group_3960,,hypothetical protein,USDA1021_00848,WSM1022_01345
oatA_1,oatA_1,O-acetyltransferase OatA,USDA1021_06246,WSM1022_05807
group_3959,,hypothetical protein,USDA1021_05409,WSM1022_05374
nylA,nylA,6-aminohexanoate-cyclic-dimer hydrolase,USDA1021_05053,WSM1022_03580
group_3958,,hypothetical protein,USDA1021_01784,WSM1022_00236
group_3957,,hypothetical protein,USDA1021_06736,WSM1022_06307
group_3956,,Type IV secretion system protein virB10,USDA1021_04477,WSM1022_04321
group_3955,,hypothetical protein,USDA1021_02083,WSM1022_03468
dctM_4,dctM_4,C4-dicarboxylate TRAP transporter large permease protein DctM,USDA1021_05062,WSM1022_05029
group_3954,,hypothetical protein,USDA1021_06260,WSM1022_05822
oppD_6~~~oppD_8,oppD_6;oppD_8,Oligopeptide transport ATP-binding protein OppD,USDA1021_04840,WSM1022_04718
betB_3~~~betB_4,betB_3;betB_4,NAD/NADP-dependent betaine aldehyde dehydrogenase,USDA1021_04223,WSM1022_04123
group_3953,,hypothetical protein,USDA1021_04891,WSM1022_03746
arcA_3~~~arcA_2,arcA_3;arcA_2,Arginine deiminase,USDA1021_04707,WSM1022_04617
frcA_2~~~frcA_3,frcA_2;frcA_3,Fructose import ATP-binding protein FrcA,USDA1021_02396,WSM1022_03151
trpC,trpC,Indole-3-glycerol phosphate synthase,USDA1021_00721,WSM1022_01470
group_3952,,hypothetical protein,USDA1021_05296,WSM1022_05262
cobV,cobV,Adenosylcobinamide-GDP ribazoletransferase,USDA1021_00493,WSM1022_01746
group_3951,,D-threonine aldolase,USDA1021_06588,WSM1022_06144
group_3950,,hypothetical protein,USDA1021_04835,WSM1022_04712
rihB_2,rihB_2,Pyrimidine-specific ribonucleoside hydrolase RihB,USDA1021_06523,WSM1022_06080
group_3949,,hypothetical protein,USDA1021_06242,WSM1022_05803
group_3948,,hypothetical protein,USDA1021_06671,WSM1022_06279
lsrD_2~~~lsrD_3,lsrD_2;lsrD_3,Autoinducer 2 import system permease protein LsrD,USDA1021_06669,WSM1022_06277
group_3947,,hypothetical protein,USDA1021_05609,WSM1022_00394
group_3946,,hypothetical protein,USDA1021_05118,WSM1022_05084
dat_2~~~dat_3,dat_2;dat_3,D-alanine aminotransferase,USDA1021_04983,WSM1022_03652
group_3945,,hypothetical protein,USDA1021_06187,WSM1022_05747
group_3944,,hypothetical protein,USDA1021_05319,WSM1022_05283
group_3943,,hypothetical protein,USDA1021_00409,WSM1022_01825
xylG_2~~~xylG_1,xylG_2;xylG_1,Xylose import ATP-binding protein XylG,USDA1021_05052,WSM1022_03581
oppF_3,oppF_3,Oligopeptide transport ATP-binding protein OppF,USDA1021_04839,WSM1022_04717
ropA_2~~~ropA_3,ropA_2;ropA_3,Outer membrane protein IIIA,USDA1021_01363,WSM1022_00845
group_3942,,hypothetical protein,USDA1021_03075,WSM1022_02507
group_3941,,hypothetical protein,USDA1021_06395,WSM1022_05953
group_3940,,hypothetical protein,USDA1021_05606,WSM1022_00391
group_3939,,L-talarate/galactarate dehydratase,USDA1021_06613,WSM1022_06171
group_3938,,hypothetical protein,USDA1021_01176,WSM1022_01025
group_3937,,hypothetical protein,USDA1021_05622,WSM1022_00407
group_3936,,hypothetical protein,USDA1021_05620,WSM1022_00405
group_3935,,hypothetical protein,USDA1021_06262,WSM1022_05823
prtC,prtC;,Serralysin C;hypothetical protein,USDA1021_05965,WSM1022_05578
group_3934,,hypothetical protein,USDA1021_01796,WSM1022_00226
group_3933,,hypothetical protein,USDA1021_00472,WSM1022_01765
group_3932,,hypothetical protein,USDA1021_06631,WSM1022_06189
ribZ,ribZ,Riboflavin transporter RibZ,USDA1021_02037,WSM1022_03522
group_3931,,hypothetical protein,USDA1021_00800,WSM1022_01394
ade2,ade2,Adenine deaminase 2,USDA1021_06522,WSM1022_06079
group_3930,,hypothetical protein,USDA1021_05293,WSM1022_05259
group_3929,,hypothetical protein,USDA1021_05035,WSM1022_03595
group_3928,,hypothetical protein,USDA1021_05633,WSM1022_00414
group_3927,,hypothetical protein,USDA1021_00190,WSM1022_02049
group_3926,,hypothetical protein,USDA1021_00911,WSM1022_01281
nanR_1~~~lutR_3,nanR_1;lutR_3,HTH-type transcriptional repressor NanR;HTH-type transcriptional regulator LutR,USDA1021_05000,WSM1022_03635
rspR_3~~~rspR_2,rspR_3;rspR_2,HTH-type transcriptional repressor RspR,USDA1021_04998,WSM1022_03637
klcA,klcA,Antirestriction protein KlcA,USDA1021_04586,WSM1022_04454
group_3925,,hypothetical protein,USDA1021_04584,WSM1022_04452
group_3924,,hypothetical protein,USDA1021_04434,WSM1022_04280
dppA_5~~~dppA_7,dppA_5;dppA_7,Periplasmic dipeptide transport protein,USDA1021_04837,WSM1022_04715
group_3923,,Polyphosphate:ADP phosphotransferase 3,USDA1021_04720,WSM1022_04630
group_3922,,hypothetical protein,USDA1021_04568,WSM1022_04437
group_3921,,hypothetical protein,USDA1021_04566,WSM1022_04435
group_3920,,Putative phosphoribosyl transferase,USDA1021_00135,WSM1022_02102
rfbG,rfbG,CDP-glucose 46-dehydratase,USDA1021_06046,WSM1022_05657
soxB_5~~~soxB_4,soxB_5;soxB_4,2'-hydroxybiphenyl-2-sulfinate desulfinase,USDA1021_04845,WSM1022_04724
soxB_4~~~soxB_3,soxB_4;soxB_3,2'-hydroxybiphenyl-2-sulfinate desulfinase,USDA1021_04843,WSM1022_04722
cpnA,cpnA,Cyclopentanol dehydrogenase,USDA1021_05693,WSM1022_00476
group_3919,,hypothetical protein,USDA1021_03094,WSM1022_02480
tlyA,tlyA,16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA,USDA1021_05878,WSM1022_00635
group_3918,,hypothetical protein,USDA1021_06555,WSM1022_06111
group_3917,,hypothetical protein,USDA1021_05715,WSM1022_00498
pncC,pncC,Nicotinamide-nucleotide amidohydrolase PncC,USDA1021_00948,WSM1022_01245
anmK,anmK,Anhydro-N-acetylmuramic acid kinase,USDA1021_00636,WSM1022_01610
group_3916,,hypothetical protein,USDA1021_00737,WSM1022_01454
ltnD_1,ltnD_1,L-threonate dehydrogenase,USDA1021_00678,WSM1022_01569
gci_2,gci_2,D-galactarolactone cycloisomerase,USDA1021_04700,WSM1022_04610
yyaP_1~~~yyaP_2,yyaP_1;yyaP_2,putative protein YyaP,USDA1021_02996,WSM1022_02583
yiaM_1,yiaM_1,23-diketo-L-gulonate TRAP transporter small permease protein YiaM,USDA1021_04894,WSM1022_03743
group_3915,,hypothetical protein,USDA1021_02110,WSM1022_03441
group_3914,,hypothetical protein,USDA1021_01472,WSM1022_00814
group_3913,,hypothetical protein,USDA1021_05563,WSM1022_00351
nagR_3,nagR_3,HTH-type transcriptional repressor NagR,USDA1021_03794,WSM1022_04754
group_3912,,hypothetical protein,USDA1021_01119,WSM1022_01077
group_3911,,hypothetical protein,USDA1021_00718,WSM1022_01473
group_3910,,hypothetical protein,USDA1021_05636,WSM1022_00417
mglA_7,mglA_7,Galactose/methyl galactoside import ATP-binding protein MglA,USDA1021_05909,WSM1022_05520
group_3909,,hypothetical protein,USDA1021_04711,WSM1022_04621
yceI,yceI,Protein YceI,USDA1021_00968,WSM1022_01227
gltI,gltI,Glutamate/aspartate import solute-binding protein,USDA1021_04717,WSM1022_04627
btuD_18~~~btuD_16,btuD_18;btuD_16,Vitamin B12 import ATP-binding protein BtuD,USDA1021_06592,WSM1022_06148
yjmD~~~gutB_1,yjmD;gutB_1,putative zinc-type alcohol dehydrogenase-like protein YjmD;Sorbitol dehydrogenase,USDA1021_03793,WSM1022_04755
group_3908,,hypothetical protein,USDA1021_06255,WSM1022_05817
group_3907,,hypothetical protein,USDA1021_02159,WSM1022_03392
group_3906,,hypothetical protein,USDA1021_05757,WSM1022_00516
group_3905,,hypothetical protein,USDA1021_00598,WSM1022_01640
group_3904,,hypothetical protein,USDA1021_00443,WSM1022_01792
group_3903,,hypothetical protein,USDA1021_06050,WSM1022_05661
fhuA_1~~~fhuA_2,fhuA_1;fhuA_2,Ferrichrome outer membrane transporter/phage receptor,USDA1021_00010,WSM1022_02226
group_3902,,hypothetical protein,USDA1021_03120,WSM1022_02455
group_3901,,hypothetical protein,USDA1021_03118,WSM1022_02457
group_3900,,putative protein,USDA1021_05667,WSM1022_00447
group_3899,,hypothetical protein,USDA1021_06199,WSM1022_05758
group_3898,,hypothetical protein,USDA1021_04888,WSM1022_03749
adh1_1,adh1_1,Long-chain-alcohol dehydrogenase 1,USDA1021_04886,WSM1022_03751
nifA,nifA,Nif-specific regulatory protein,USDA1021_04640,WSM1022_04502
group_3897,,hypothetical protein,USDA1021_01564,WSM1022_00723
lsrC_3~~~lsrC_4,lsrC_3;lsrC_4,Autoinducer 2 import system permease protein LsrC,USDA1021_06668,WSM1022_06276
group_3896,,hypothetical protein,USDA1021_06143,WSM1022_05704
group_3895,,hypothetical protein,USDA1021_00311,WSM1022_01932
xylB_4~~~xylB_1,xylB_4;xylB_1,Xylulose kinase,USDA1021_03061,WSM1022_02521
group_3894,,hypothetical protein,USDA1021_04110,WSM1022_04025
bioS,bioS,Biotin transport regulator,USDA1021_00866,WSM1022_01327
group_3893,,hypothetical protein,USDA1021_00007,WSM1022_02229
vapC_2~~~vapC_1,vapC_2;vapC_1,tRNA(fMet)-specific endonuclease VapC,USDA1021_01938,WSM1022_00079
group_3892,,hypothetical protein,USDA1021_05011,WSM1022_03614
dmlR_11~~~dmlR_8,dmlR_11;dmlR_8,HTH-type transcriptional regulator DmlR,USDA1021_05009,WSM1022_03616
kdgK_1,kdgK_1,2-dehydro-3-deoxygluconokinase,USDA1021_03221,WSM1022_02362
group_3891,,hypothetical protein,USDA1021_04794,WSM1022_04655
