locus_tag	ftype	length_bp	gene	EC_number	COG	product
WSM1022_00386	CDS	552	cheD	3.5.1.44		Chemoreceptor glutamine deamidase CheD
WSM1022_00387	CDS	375				hypothetical protein
WSM1022_00388	CDS	1674	fliF		COG1766	Flagellar M-ring protein
WSM1022_00389	CDS	633				hypothetical protein
WSM1022_00390	CDS	741				hypothetical protein
WSM1022_00391	CDS	447				hypothetical protein
WSM1022_00392	CDS	1083	flhB		COG1377	Flagellar biosynthetic protein FlhB
WSM1022_00393	CDS	1038	fliG		COG1536	Flagellar motor switch protein FliG
WSM1022_00394	CDS	588				hypothetical protein
WSM1022_00395	CDS	948				hypothetical protein
WSM1022_00396	CDS	879	motA		COG1291	Motility protein A
WSM1022_00397	CDS	780				hypothetical protein
WSM1022_00398	CDS	726	flgF		COG4787	Flagellar basal-body rod protein FlgF
WSM1022_00399	CDS	1404	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
WSM1022_00400	CDS	552				hypothetical protein
WSM1022_00401	CDS	381				hypothetical protein
WSM1022_00402	CDS	420	flgC		COG1558	Flagellar basal-body rod protein FlgC
WSM1022_00403	CDS	336	fliE			Flagellar hook-basal body complex protein FliE
WSM1022_00404	CDS	789	flgG		COG4786	Flagellar basal-body rod protein FlgG
WSM1022_00405	CDS	510				hypothetical protein
WSM1022_00406	CDS	1116	flgI			Flagellar P-ring protein
WSM1022_00407	CDS	540				hypothetical protein
WSM1022_00408	CDS	711	flgH			Flagellar L-ring protein
WSM1022_00409	CDS	492				hypothetical protein
WSM1022_00410	CDS	738	fliP		COG1338	Flagellar biosynthetic protein FliP
WSM1022_00411	CDS	1176				hypothetical protein
WSM1022_00412	CDS	1176				hypothetical protein
WSM1022_00413	CDS	966	fliC		COG1344	Flagellin
WSM1022_00414	CDS	648				hypothetical protein
WSM1022_00415	CDS	1185				hypothetical protein
WSM1022_00416	CDS	1305				hypothetical protein
WSM1022_00417	CDS	1428				hypothetical protein
WSM1022_00418	CDS	564				hypothetical protein
WSM1022_00419	CDS	672	ftcR			Flagellar transcriptional regulator FtcR
WSM1022_00420	CDS	1209	flgE		COG1749	Flagellar hook protein FlgE
WSM1022_00421	CDS	1419				hypothetical protein
WSM1022_00422	CDS	1044				hypothetical protein
WSM1022_00423	CDS	348				hypothetical protein
WSM1022_00424	CDS	450	flbT			flagellum biosynthesis repressor protein FlbT
WSM1022_00425	CDS	417				hypothetical protein
WSM1022_00426	CDS	267				hypothetical protein
WSM1022_00427	CDS	2088	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
WSM1022_00428	CDS	753				hypothetical protein
WSM1022_00429	CDS	414				hypothetical protein
WSM1022_00430	CDS	555				hypothetical protein
WSM1022_00431	CDS	369				hypothetical protein
WSM1022_00432	CDS	567				hypothetical protein
WSM1022_00433	CDS	990				hypothetical protein
WSM1022_00434	CDS	900	folD_1		COG0190	Bifunctional protein FolD protein
WSM1022_00435	CDS	1071	purR_1			HTH-type transcriptional repressor PurR
WSM1022_00436	CDS	1377				hypothetical protein
WSM1022_00437	CDS	1011	lacF_1			Lactose transport system permease protein LacF
WSM1022_00438	CDS	1143				hypothetical protein
WSM1022_00439	CDS	1656	malL_1	3.2.1.10	COG0366	Oligo-1,6-glucosidase
WSM1022_00440	CDS	1089	malK_1	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
WSM1022_00441	CDS	411				hypothetical protein
WSM1022_00442	CDS	1821	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
WSM1022_00443	CDS	699	pgl	3.1.1.31		6-phosphogluconolactonase
WSM1022_00444	CDS	1476	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
WSM1022_00445	CDS	1287	puuB_1	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
WSM1022_00446	CDS	1437	puuA_1	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
WSM1022_00447	CDS	1185			COG2081	putative protein
WSM1022_00448	CDS	141				hypothetical protein
WSM1022_00449	CDS	2526				hypothetical protein
WSM1022_00450	CDS	207				hypothetical protein
WSM1022_00451	CDS	876				hypothetical protein
WSM1022_00452	CDS	813	esiB_1			Secretory immunoglobulin A-binding protein EsiB
WSM1022_00453	CDS	495				hypothetical protein
WSM1022_00454	CDS	423				hypothetical protein
WSM1022_00455	CDS	1374				hypothetical protein
WSM1022_00456	CDS	600				hypothetical protein
WSM1022_00457	CDS	606				hypothetical protein
WSM1022_00458	CDS	555				hypothetical protein
WSM1022_00459	CDS	378				hypothetical protein
WSM1022_00460	CDS	252				hypothetical protein
WSM1022_00461	CDS	396		3.1.-.-	COG3742	Ribonuclease VapC42
WSM1022_00462	CDS	618	hin		COG1961	DNA-invertase hin
WSM1022_00463	CDS	240				hypothetical protein
WSM1022_00464	CDS	1290	icl	4.1.3.1	COG2224	Isocitrate lyase
WSM1022_00465	CDS	1413	ramB		COG1396	HTH-type transcriptional regulator RamB
WSM1022_00466	CDS	1095	spuD_1		COG0687	Putrescine-binding periplasmic protein SpuD
WSM1022_00467	CDS	1143	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
WSM1022_00468	CDS	912	potH		COG1176	Putrescine transport system permease protein PotH
WSM1022_00469	CDS	822	ydcV_1			Inner membrane ABC transporter permease protein YdcV
WSM1022_00470	CDS	1827				hypothetical protein
WSM1022_00471	CDS	1953	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
WSM1022_00472	CDS	1683				hypothetical protein
WSM1022_00473	CDS	3399	pdhS	2.7.13.3		Cell-division control histidine kinase PdhS
WSM1022_00474	CDS	447				hypothetical protein
WSM1022_00475	tRNA	77				tRNA-His(gtg)
WSM1022_00476	CDS	768	cpnA	1.1.1.163		Cyclopentanol dehydrogenase
WSM1022_00477	CDS	1239		1.1.2.-	COG0277	L-gulono-1,4-lactone dehydrogenase
WSM1022_00478	CDS	882	hdfR_1			HTH-type transcriptional regulator HdfR
WSM1022_00479	CDS	1497	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
WSM1022_00480	CDS	1119				hypothetical protein
WSM1022_00481	CDS	1053	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
WSM1022_00482	CDS	1044	futA1			Iron uptake protein A1
WSM1022_00483	CDS	465	nsrR_2		COG1959	HTH-type transcriptional repressor NsrR
WSM1022_00484	CDS	1596	dppA_1		COG0747	Periplasmic dipeptide transport protein
WSM1022_00485	CDS	1005	dppB_1		COG0601	Dipeptide transport system permease protein DppB
WSM1022_00486	CDS	909	dppC_1		COG1173	Dipeptide transport system permease protein DppC
WSM1022_00487	CDS	855	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
WSM1022_00488	CDS	828	gsiA_1	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
WSM1022_00489	CDS	345	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
WSM1022_00490	CDS	171				hypothetical protein
WSM1022_00491	CDS	1131	tqsA		COG0628	AI-2 transport protein TqsA
WSM1022_00492	CDS	798	phyR_1			Phyllosphere-induced regulator PhyR
WSM1022_00493	CDS	189				hypothetical protein
WSM1022_00494	CDS	249				hypothetical protein
WSM1022_00495	CDS	195				hypothetical protein
WSM1022_00496	CDS	165				hypothetical protein
WSM1022_00497	CDS	1254	dadA1_1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
WSM1022_00498	CDS	249				hypothetical protein
WSM1022_00499	CDS	573				hypothetical protein
WSM1022_00500	CDS	444				hypothetical protein
WSM1022_00501	CDS	657				hypothetical protein
WSM1022_00502	CDS	366				hypothetical protein
WSM1022_00503	CDS	270				hypothetical protein
WSM1022_00504	CDS	813				hypothetical protein
WSM1022_00505	CDS	1224				hypothetical protein
WSM1022_00506	CDS	645				hypothetical protein
WSM1022_00507	CDS	369				hypothetical protein
WSM1022_00508	CDS	183				hypothetical protein
WSM1022_00509	CDS	1203				hypothetical protein
WSM1022_00510	CDS	1443				hypothetical protein
WSM1022_00511	CDS	150				hypothetical protein
WSM1022_00512	CDS	267				hypothetical protein
WSM1022_00513	tRNA	74				tRNA-Gln(ctg)
WSM1022_00514	CDS	1317	gppA_1	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
WSM1022_00515	CDS	732	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
WSM1022_00516	CDS	429				hypothetical protein
WSM1022_00517	CDS	1413	hsrA_1			putative transport protein HsrA
WSM1022_00518	CDS	981				hypothetical protein
WSM1022_00519	CDS	1503	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
WSM1022_00520	CDS	417				hypothetical protein
WSM1022_00521	CDS	876				hypothetical protein
WSM1022_00522	CDS	954	oxyR_1			Hydrogen peroxide-inducible genes activator
WSM1022_00523	CDS	1485	katA	1.11.1.6		Catalase
WSM1022_00524	CDS	951	hdfR_2			HTH-type transcriptional regulator HdfR
WSM1022_00525	CDS	297				hypothetical protein
WSM1022_00526	CDS	297				hypothetical protein
WSM1022_00527	CDS	396				hypothetical protein
WSM1022_00528	CDS	834				hypothetical protein
WSM1022_00529	CDS	1446	egtA	6.3.2.2		Glutamate--cysteine ligase EgtA
WSM1022_00530	CDS	738	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
WSM1022_00531	CDS	1506				hypothetical protein
WSM1022_00532	CDS	507				hypothetical protein
WSM1022_00533	CDS	828	pdhR		COG2186	Pyruvate dehydrogenase complex repressor
WSM1022_00534	CDS	1269				hypothetical protein
WSM1022_00535	CDS	897	dmlR_2			HTH-type transcriptional regulator DmlR
WSM1022_00536	CDS	1440		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
WSM1022_00537	CDS	1218		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
WSM1022_00538	CDS	1365	lutA			Lactate utilization protein A
WSM1022_00539	CDS	696				hypothetical protein
WSM1022_00540	CDS	741				hypothetical protein
WSM1022_00541	CDS	636	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
WSM1022_00542	CDS	1458	pucI		COG1953	putative allantoin permease
WSM1022_00543	CDS	387				hypothetical protein
WSM1022_00544	CDS	426				hypothetical protein
WSM1022_00545	CDS	1515	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
WSM1022_00546	CDS	1140	hisZ			ATP phosphoribosyltransferase regulatory subunit
WSM1022_00547	CDS	696	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
WSM1022_00548	CDS	708	yfcG_1	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
WSM1022_00549	CDS	1218	ddmA1	1.18.1.3		Dicamba O-demethylase 1, ferredoxin reductase component
WSM1022_00550	CDS	1638	groL1_1		COG0459	60 kDa chaperonin 1
WSM1022_00551	CDS	297	groS1_1		COG0234	10 kDa chaperonin 1
WSM1022_00552	CDS	828	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
WSM1022_00553	CDS	849				hypothetical protein
WSM1022_00554	CDS	984	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
WSM1022_00555	CDS	2910	ileS	6.1.1.5		Isoleucine--tRNA ligase
WSM1022_00556	CDS	621				hypothetical protein
WSM1022_00557	CDS	480				hypothetical protein
WSM1022_00558	CDS	450	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
WSM1022_00559	CDS	1722				hypothetical protein
WSM1022_00560	CDS	561	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
WSM1022_00561	CDS	885				hypothetical protein
WSM1022_00562	CDS	255	vapB_1		COG4423	Antitoxin VapB
WSM1022_00563	CDS	1833	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
WSM1022_00564	CDS	1347	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
WSM1022_00565	CDS	819	suhB_1	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
WSM1022_00566	CDS	237				hypothetical protein
WSM1022_00567	CDS	1314	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
WSM1022_00568	CDS	711	gph_1	3.1.3.18		Phosphoglycolate phosphatase
WSM1022_00569	CDS	1041	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
WSM1022_00570	CDS	234				hypothetical protein
WSM1022_00571	CDS	1818	mutL			DNA mismatch repair protein MutL
WSM1022_00572	CDS	1866	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
WSM1022_00573	CDS	1347			COG2199	putative signaling protein
WSM1022_00574	CDS	972	gcvA_1			Glycine cleavage system transcriptional activator
WSM1022_00575	CDS	1545	mtgB_1	2.1.1.-	COG5598	Glycine betaine methyltransferase
WSM1022_00576	CDS	639				hypothetical protein
WSM1022_00577	CDS	120				hypothetical protein
WSM1022_00578	CDS	1725	araC_1	4.2.1.25		L-arabonate dehydratase
WSM1022_00579	CDS	885	araB_1	3.1.1.15		L-arabinolactonase
WSM1022_00580	CDS	639	dgoA	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
WSM1022_00581	CDS	921	dgoK1_1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
WSM1022_00582	CDS	771		1.1.1.390		Sulfoquinovose 1-dehydrogenase
WSM1022_00583	CDS	855	kdgR_1		COG1414	Transcriptional regulator KdgR
WSM1022_00584	CDS	741	luxR			Transcriptional activator protein LuxR
WSM1022_00585	CDS	756	rpaR_1		COG2771	HTH-type quorum sensing-dependent transcriptional regulator RpaR
WSM1022_00586	CDS	1155	apbC		COG0489	Iron-sulfur cluster carrier protein
WSM1022_00587	CDS	981	corA_2		COG0598	Magnesium transport protein CorA
WSM1022_00588	CDS	1902	kup_1			Low affinity potassium transport system protein kup
WSM1022_00589	CDS	1176				hypothetical protein
WSM1022_00590	CDS	447				hypothetical protein
WSM1022_00591	CDS	753	atpB		COG0356	ATP synthase subunit a
WSM1022_00592	CDS	228	atpE			ATP synthase subunit c
WSM1022_00593	CDS	615	atpF_1			ATP synthase subunit b
WSM1022_00594	CDS	486	atpF_2		COG0711	ATP synthase subunit b
WSM1022_00595	CDS	651	rnhB	3.1.26.4	COG0164	Ribonuclease HII
WSM1022_00596	CDS	1158				hypothetical protein
WSM1022_00597	CDS	552				hypothetical protein
WSM1022_00598	CDS	1080				hypothetical protein
WSM1022_00599	CDS	543	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
WSM1022_00600	CDS	906	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
WSM1022_00601	CDS	1830	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
WSM1022_00602	CDS	1017	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
WSM1022_00603	CDS	222				hypothetical protein
WSM1022_00604	CDS	771	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
WSM1022_00605	CDS	867				hypothetical protein
WSM1022_00606	CDS	192				hypothetical protein
WSM1022_00607	CDS	963	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
WSM1022_00608	CDS	246				hypothetical protein
WSM1022_00609	CDS	549	lemA		COG1704	Protein LemA
WSM1022_00610	CDS	1935				hypothetical protein
WSM1022_00611	CDS	2166	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
WSM1022_00612	CDS	537				hypothetical protein
WSM1022_00613	CDS	483				hypothetical protein
WSM1022_00614	CDS	1272	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
WSM1022_00615	CDS	2373				hypothetical protein
WSM1022_00616	CDS	1041	spuD_2		COG0687	Putrescine-binding periplasmic protein SpuD
WSM1022_00617	CDS	1197	fsr			Fosmidomycin resistance protein
WSM1022_00618	CDS	816	nimR			HTH-type transcriptional regulator NimR
WSM1022_00619	CDS	807				hypothetical protein
WSM1022_00620	CDS	957	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
WSM1022_00621	CDS	567				hypothetical protein
WSM1022_00622	CDS	2310				hypothetical protein
WSM1022_00623	CDS	1443		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
WSM1022_00624	CDS	975	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
WSM1022_00625	CDS	594				hypothetical protein
WSM1022_00626	CDS	1245		1.14.13.239		Carnitine monooxygenase oxygenase subunit
WSM1022_00627	CDS	1101	hcr_1	1.-.-.-	COG1018	NADH oxidoreductase HCR
WSM1022_00628	CDS	1062				hypothetical protein
WSM1022_00629	CDS	414				Lectin-like protein BA14k
WSM1022_00630	CDS	990	zntB			Zinc transport protein ZntB
WSM1022_00631	CDS	1782	dmdC_2	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
WSM1022_00632	CDS	753	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
WSM1022_00633	CDS	2094	pctA		COG0840	Methyl-accepting chemotaxis protein PctA
WSM1022_00634	CDS	1248	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
WSM1022_00635	CDS	756	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
WSM1022_00636	CDS	1938	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
WSM1022_00637	CDS	924				hypothetical protein
WSM1022_00638	CDS	252	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
WSM1022_00639	CDS	930		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
WSM1022_00640	CDS	969	mas	2.3.1.111		Mycocerosic acid synthase
WSM1022_00641	CDS	402				hypothetical protein
WSM1022_00642	CDS	1194		2.3.1.9		putative acetyl-CoA acyltransferase
WSM1022_00643	CDS	1497	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
WSM1022_00644	CDS	564	bioY		COG1268	Biotin transporter BioY
WSM1022_00645	CDS	606	bioN		COG0619	Energy-coupling factor transporter transmembrane protein BioN
WSM1022_00646	CDS	681	bioM	3.6.3.-	COG1122	Biotin transport ATP-binding protein BioM
WSM1022_00647	CDS	1200				hypothetical protein
WSM1022_00648	CDS	1416	tldD	3.4.-.-	COG0312	Metalloprotease TldD
WSM1022_00649	CDS	1230				hypothetical protein
WSM1022_00650	CDS	1059				hypothetical protein
WSM1022_00651	CDS	621	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
WSM1022_00652	CDS	456				hypothetical protein
WSM1022_00653	CDS	1056	cbpA_1		COG2214	Curved DNA-binding protein
WSM1022_00654	CDS	819	fabI_2	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
WSM1022_00655	CDS	627	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
WSM1022_00656	CDS	261				hypothetical protein
WSM1022_00657	CDS	1098	aroC	4.2.3.5	COG0082	Chorismate synthase
WSM1022_00658	CDS	1101	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
WSM1022_00659	CDS	531				hypothetical protein
WSM1022_00660	CDS	885	ctaC_1	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
WSM1022_00661	CDS	1689	ctaD_1	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
WSM1022_00662	CDS	951	ctaB	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
WSM1022_00663	CDS	141				hypothetical protein
WSM1022_00664	CDS	597	ctaG		COG3175	Cytochrome c oxidase assembly protein CtaG
WSM1022_00665	CDS	879	ctaE_1	1.9.3.1	COG1845	Cytochrome c oxidase subunit 3
WSM1022_00666	CDS	183				hypothetical protein
WSM1022_00667	CDS	384				hypothetical protein
WSM1022_00668	CDS	768				hypothetical protein
WSM1022_00669	CDS	1014	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
WSM1022_00670	CDS	981	thrB_1	2.7.1.39	COG2334	Homoserine kinase
WSM1022_00671	CDS	462	rnhA	3.1.26.4	COG0328	Ribonuclease HI
WSM1022_00672	CDS	486	PGdx	1.11.1.15	COG0678	Hybrid peroxiredoxin hyPrx5
WSM1022_00673	CDS	828				hypothetical protein
WSM1022_00674	CDS	606				hypothetical protein
WSM1022_00675	CDS	1164			COG3385	IS4 family transposase ISRm16
WSM1022_00676	CDS	2913				hypothetical protein
WSM1022_00677	CDS	612	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
WSM1022_00678	CDS	1302		3.4.24.-	COG0612	putative zinc protease
WSM1022_00679	CDS	1401	thrC	4.2.3.1	COG0498	Threonine synthase
WSM1022_00680	CDS	546				hypothetical protein
WSM1022_00681	CDS	1107			COG0683	Leu/Ile/Val-binding protein 
WSM1022_00682	CDS	696	yieH_1	3.1.3.-	COG0637	6-phosphogluconate phosphatase
WSM1022_00683	CDS	684				hypothetical protein
WSM1022_00684	CDS	1131				hypothetical protein
WSM1022_00685	CDS	657				hypothetical protein
WSM1022_00686	CDS	1101	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
WSM1022_00687	CDS	507				hypothetical protein
WSM1022_00688	CDS	810				hypothetical protein
WSM1022_00689	CDS	222				hypothetical protein
WSM1022_00690	CDS	3462	smc_1			Chromosome partition protein Smc
WSM1022_00691	CDS	2697	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
WSM1022_00692	CDS	249				hypothetical protein
WSM1022_00693	CDS	390				hypothetical protein
WSM1022_00694	CDS	909				hypothetical protein
WSM1022_00695	CDS	909	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
WSM1022_00696	tRNA	75				tRNA-Gln(ttg)
WSM1022_00697	CDS	600				hypothetical protein
WSM1022_00698	CDS	789				hypothetical protein
WSM1022_00699	CDS	282				hypothetical protein
WSM1022_00700	CDS	534				hypothetical protein
WSM1022_00701	CDS	351				hypothetical protein
WSM1022_00702	CDS	444				hypothetical protein
WSM1022_00703	CDS	351				hypothetical protein
WSM1022_00704	CDS	2655				hypothetical protein
WSM1022_00705	CDS	1620				hypothetical protein
WSM1022_00706	CDS	393				hypothetical protein
WSM1022_00707	CDS	315				hypothetical protein
WSM1022_00708	CDS	420				hypothetical protein
WSM1022_00709	CDS	438				hypothetical protein
WSM1022_00710	CDS	306				hypothetical protein
WSM1022_00711	CDS	600				hypothetical protein
WSM1022_00712	CDS	354				hypothetical protein
WSM1022_00713	CDS	639				hypothetical protein
WSM1022_00714	CDS	1539				hypothetical protein
WSM1022_00715	CDS	348				hypothetical protein
WSM1022_00716	CDS	1062				hypothetical protein
WSM1022_00717	CDS	1791	xerC_1			Tyrosine recombinase XerC
WSM1022_00718	CDS	348				hypothetical protein
WSM1022_00719	CDS	2616				hypothetical protein
WSM1022_00720	CDS	414				hypothetical protein
WSM1022_00721	tRNA	77				tRNA-Pro(cgg)
WSM1022_00722	CDS	144				hypothetical protein
WSM1022_00723	CDS	252				hypothetical protein
WSM1022_00724	CDS	1497	cysN_1	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
WSM1022_00725	CDS	954	cysD_1	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
WSM1022_00726	CDS	798	cysH	1.8.4.10		Thioredoxin-dependent 5'-adenylylsulfate reductase
WSM1022_00727	CDS	387				hypothetical protein
WSM1022_00728	CDS	480				hypothetical protein
WSM1022_00729	CDS	1650	betA_1	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
WSM1022_00730	CDS	1464	betB_1	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
WSM1022_00731	CDS	1539	betC	3.1.6.6	COG3119	Choline-sulfatase
WSM1022_00732	CDS	621	betI_2		COG1309	HTH-type transcriptional regulator BetI
